batch,trial,timestamp,params,val_accuracy,test_accuracy,log_loss,brier,train_accuracy,overfit_gap,walk_forward_acc,cv_mean_acc,cv_std_acc,cv_min_acc,cv_max_acc,cv_stability_ratio,cv_mean_log_loss
1,63,2026-06-17T19:56:29.584859,"{'n_estimators': 1535, 'max_depth': 9, 'learning_rate': 0.10965064494899988, 'subsample': 0.6064820807544553, 'colsample_bytree': 0.5681857377933849, 'reg_alpha': 0.00011822881272378536, 'reg_lambda': 0.005661581898267358, 'min_child_weight': 6, 'gamma': 0.3922440450997323, 'tree_method': 'hist', 'device': 'cpu'}",0.9136,59.7697,0.8882,0.1733,,,0.0,57.7708,3.2389,53.4531,61.2538,17.3026,0.9136
1,64,2026-06-17T19:56:29.590753,"{'n_estimators': 931, 'max_depth': 12, 'learning_rate': 0.032690047558986524, 'subsample': 0.7569947445799055, 'colsample_bytree': 0.8918265063705715, 'reg_alpha': 0.009609790317473514, 'reg_lambda': 0.12895360899367375, 'min_child_weight': 9, 'gamma': 0.9495206236576421, 'tree_method': 'hist', 'device': 'cpu'}",0.9065,59.5711,0.8868,0.1731,,,0.0,58.3647,2.6623,55.0814,61.6021,21.1294,0.9065
1,65,2026-06-17T19:56:29.596636,"{'n_estimators': 379, 'max_depth': 12, 'learning_rate': 0.0533231057233874, 'subsample': 0.6291221941494791, 'colsample_bytree': 0.7295678781191306, 'reg_alpha': 7.946261929395092, 'reg_lambda': 0.029046276683520472, 'min_child_weight': 4, 'gamma': 0.6334008543167258, 'tree_method': 'hist', 'device': 'cpu'}",0.9008,60.0079,0.8806,0.1719,,,0.0,58.967,2.3647,55.9236,61.6892,23.9247,0.9008
1,66,2026-06-17T19:56:29.602660,"{'n_estimators': 556, 'max_depth': 3, 'learning_rate': 0.015501401910995439, 'subsample': 0.5640229194788862, 'colsample_bytree': 0.5759513467561472, 'reg_alpha': 0.000494465349695495, 'reg_lambda': 0.16009350908593592, 'min_child_weight': 2, 'gamma': 0.3456672833238632, 'tree_method': 'hist', 'device': 'cpu'}",0.8938,60.1668,0.876,0.1714,,,0.0,58.9112,2.1189,56.1482,61.2973,26.5492,0.8938
1,67,2026-06-17T19:56:29.608882,"{'n_estimators': 1804, 'max_depth': 7, 'learning_rate': 0.09684199427475873, 'subsample': 0.5861599356008149, 'colsample_bytree': 0.5961445094043354, 'reg_alpha': 0.0001600822137048068, 'reg_lambda': 0.0006993189798526718, 'min_child_weight': 3, 'gamma': 0.17701048427674682, 'tree_method': 'hist', 'device': 'cpu'}",0.9099,60.0477,0.8859,0.1731,,,0.0,58.0273,2.851,54.1269,60.862,19.6636,0.9099
1,68,2026-06-17T19:56:29.614499,"{'n_estimators': 268, 'max_depth': 4, 'learning_rate': 0.04793206195369328, 'subsample': 0.6031668592028963, 'colsample_bytree': 0.6821349305240377, 'reg_alpha': 0.032891702559909926, 'reg_lambda': 0.2831223426520225, 'min_child_weight': 1, 'gamma': 0.7994103989090426, 'tree_method': 'hist', 'device': 'cpu'}",0.8974,60.1668,0.8777,0.1715,,,0.0,58.7868,2.5597,55.3622,61.515,22.1027,0.8974
1,69,2026-06-17T19:56:29.621175,"{'n_estimators': 1293, 'max_depth': 3, 'learning_rate': 0.1951558406059598, 'subsample': 0.9604362002659066, 'colsample_bytree': 0.5305389799274318, 'reg_alpha': 0.0024231943110844464, 'reg_lambda': 1.074005236791947, 'min_child_weight': 8, 'gamma': 0.18452101935637732, 'tree_method': 'hist', 'device': 'cpu'}",0.8959,60.4448,0.8756,0.1713,,,0.0,58.6957,2.6555,55.1376,61.515,21.3015,0.8959
1,70,2026-06-17T19:56:29.626958,"{'n_estimators': 497, 'max_depth': 6, 'learning_rate': 0.05196359626453672, 'subsample': 0.809127385765148, 'colsample_bytree': 0.6844568197848862, 'reg_alpha': 0.020543459521187118, 'reg_lambda': 0.5462037665708601, 'min_child_weight': 1, 'gamma': 0.25243694434402075, 'tree_method': 'hist', 'device': 'cpu'}",0.9027,60.2859,0.8815,0.1722,,,0.0,58.5024,2.6009,55.1376,61.4715,21.6603,0.9027
1,71,2026-06-17T19:56:29.633147,"{'n_estimators': 1456, 'max_depth': 11, 'learning_rate': 0.05699143933063241, 'subsample': 0.7660567426326579, 'colsample_bytree': 0.553586005669888, 'reg_alpha': 0.01726083631377679, 'reg_lambda': 0.046034807588787946, 'min_child_weight': 3, 'gamma': 0.26924323094938096, 'tree_method': 'hist', 'device': 'cpu'}",0.9147,59.6902,0.8916,0.1739,,,0.0,57.6374,2.1312,54.8568,60.0348,25.8325,0.9147
1,72,2026-06-17T19:56:29.639221,"{'n_estimators': 817, 'max_depth': 3, 'learning_rate': 0.029905425167400378, 'subsample': 0.6057240034982723, 'colsample_bytree': 0.6637486760889573, 'reg_alpha': 0.00039701842220478086, 'reg_lambda': 2.8355440845215822, 'min_child_weight': 6, 'gamma': 0.6791023191444896, 'tree_method': 'hist', 'device': 'cpu'}",0.895,60.1271,0.8765,0.1714,,,0.0,58.8975,2.573,55.5306,61.7762,22.034,0.895
1,73,2026-06-17T19:56:29.644944,"{'n_estimators': 1600, 'max_depth': 7, 'learning_rate': 0.01343976902423211, 'subsample': 0.768553270909274, 'colsample_bytree': 0.7934205590104395, 'reg_alpha': 0.5335773317316399, 'reg_lambda': 0.014397852866783682, 'min_child_weight': 2, 'gamma': 0.28377590579872447, 'tree_method': 'hist', 'device': 'cpu'}",0.903,60.1668,0.8838,0.1725,,,0.0,58.3206,2.4722,55.0814,61.0797,22.6735,0.903
1,74,2026-06-17T19:56:29.651166,"{'n_estimators': 790, 'max_depth': 9, 'learning_rate': 0.06968010004656464, 'subsample': 0.6780483629489231, 'colsample_bytree': 0.9932576243964899, 'reg_alpha': 0.10687450020671586, 'reg_lambda': 0.0015350904103515238, 'min_child_weight': 2, 'gamma': 0.15285913918433203, 'tree_method': 'hist', 'device': 'cpu'}",0.9141,59.2137,0.8895,0.1736,,,0.0,57.4702,3.1108,53.6777,61.2973,17.899,0.9141
1,75,2026-06-17T19:56:29.656848,"{'n_estimators': 567, 'max_depth': 4, 'learning_rate': 0.01886175574962433, 'subsample': 0.6425475843469235, 'colsample_bytree': 0.5866867976473774, 'reg_alpha': 3.046681974719201, 'reg_lambda': 0.0002518655263697918, 'min_child_weight': 6, 'gamma': 0.4103968269896615, 'tree_method': 'hist', 'device': 'cpu'}",0.8973,60.2859,0.8794,0.1718,,,0.0,59.0304,2.5416,55.7552,61.9504,22.3463,0.8973
1,76,2026-06-17T19:56:29.662894,"{'n_estimators': 1967, 'max_depth': 4, 'learning_rate': 0.0386973264917177, 'subsample': 0.9847352166376844, 'colsample_bytree': 0.9327535629469901, 'reg_alpha': 1.2171955466763182, 'reg_lambda': 0.0019476644406315297, 'min_child_weight': 2, 'gamma': 0.668643219924431, 'tree_method': 'hist', 'device': 'cpu'}",0.897,60.4051,0.8791,0.1718,,,0.0,58.7086,2.5673,55.1937,61.2538,22.0107,0.897
1,77,2026-06-17T19:56:29.668714,"{'n_estimators': 1866, 'max_depth': 8, 'learning_rate': 0.06987812657572089, 'subsample': 0.6399895468301421, 'colsample_bytree': 0.8847464665959685, 'reg_alpha': 0.0008614275214800753, 'reg_lambda': 0.004153327541909822, 'min_child_weight': 5, 'gamma': 0.507610378684455, 'tree_method': 'hist', 'device': 'cpu'}",0.908,59.6902,0.8873,0.1731,,,0.0,57.7335,2.4661,54.5199,60.5137,22.4989,0.908
1,78,2026-06-17T19:56:29.674364,"{'n_estimators': 560, 'max_depth': 4, 'learning_rate': 0.0797920904628903, 'subsample': 0.6443152766201279, 'colsample_bytree': 0.7906191107113061, 'reg_alpha': 0.0005913077571285065, 'reg_lambda': 0.02545074556541604, 'min_child_weight': 6, 'gamma': 0.05182353682242691, 'tree_method': 'hist', 'device': 'cpu'}",0.8979,60.4845,0.875,0.1712,,,0.0,58.6668,2.7727,54.9691,61.6456,20.4224,0.8979
1,79,2026-06-17T19:56:29.680110,"{'n_estimators': 739, 'max_depth': 4, 'learning_rate': 0.012405449807068446, 'subsample': 0.9949801161949726, 'colsample_bytree': 0.6611769224873615, 'reg_alpha': 1.1203977532960399, 'reg_lambda': 0.0018758723145337276, 'min_child_weight': 7, 'gamma': 0.7602278598896866, 'tree_method': 'hist', 'device': 'cpu'}",0.8974,60.3257,0.8792,0.1719,,,0.0,58.6743,2.5645,55.1937,61.2973,22.0205,0.8974
1,80,2026-06-17T19:56:29.685974,"{'n_estimators': 1232, 'max_depth': 7, 'learning_rate': 0.04058251593473073, 'subsample': 0.6744341332714976, 'colsample_bytree': 0.9647645721239129, 'reg_alpha': 1.422646628363208, 'reg_lambda': 6.685510162938969, 'min_child_weight': 2, 'gamma': 0.7308674752036443, 'tree_method': 'hist', 'device': 'cpu'}",0.9015,59.8491,0.8817,0.1722,,,0.0,58.4864,2.431,55.4745,61.4279,23.1079,0.9015
1,81,2026-06-17T19:56:29.692105,"{'n_estimators': 1883, 'max_depth': 4, 'learning_rate': 0.012537849427052715, 'subsample': 0.8705603246450295, 'colsample_bytree': 0.787236556589956, 'reg_alpha': 1.6186162039332974, 'reg_lambda': 0.0004998755363568285, 'min_child_weight': 8, 'gamma': 0.20162732004774453, 'tree_method': 'hist', 'device': 'cpu'}",0.8968,60.4448,0.8778,0.1716,,,0.0,58.5552,2.4176,55.3622,61.2103,23.2584,0.8968
1,82,2026-06-17T19:56:29.698071,"{'n_estimators': 411, 'max_depth': 4, 'learning_rate': 0.15967084837073278, 'subsample': 0.8325986103481, 'colsample_bytree': 0.7615327123845597, 'reg_alpha': 0.006225187269045145, 'reg_lambda': 2.432219152852517, 'min_child_weight': 4, 'gamma': 0.8165994394715771, 'tree_method': 'hist', 'device': 'cpu'}",0.8958,60.2462,0.8786,0.1718,,,0.0,58.4825,2.44,55.0814,60.6879,23.0247,0.8958
1,83,2026-06-17T19:56:29.703895,"{'n_estimators': 934, 'max_depth': 6, 'learning_rate': 0.048242982102888576, 'subsample': 0.650688937082071, 'colsample_bytree': 0.8738046900881256, 'reg_alpha': 0.03262886375365336, 'reg_lambda': 0.0014489836190209105, 'min_child_weight': 9, 'gamma': 0.3838912213732114, 'tree_method': 'hist', 'device': 'cpu'}",0.9012,60.6037,0.8805,0.172,,,0.0,58.7932,2.4718,55.5867,61.6021,22.8608,0.9012
1,84,2026-06-17T19:56:29.710138,"{'n_estimators': 1133, 'max_depth': 12, 'learning_rate': 0.08357477417435227, 'subsample': 0.5584490203541821, 'colsample_bytree': 0.9699160618067375, 'reg_alpha': 0.13757523564319377, 'reg_lambda': 0.004726373877250433, 'min_child_weight': 2, 'gamma': 0.794025189270296, 'tree_method': 'hist', 'device': 'cpu'}",0.919,59.3328,0.8947,0.1745,,,0.0,57.8534,2.0872,55.3622,60.4702,26.4506,0.919
1,85,2026-06-17T19:56:29.715869,"{'n_estimators': 1278, 'max_depth': 8, 'learning_rate': 0.20911622668913102, 'subsample': 0.8942986056122654, 'colsample_bytree': 0.5758374398663756, 'reg_alpha': 0.0036191812974082738, 'reg_lambda': 0.0017476147401057959, 'min_child_weight': 8, 'gamma': 0.03353243473577938, 'tree_method': 'hist', 'device': 'cpu'}",0.9116,60.0079,0.8875,0.1732,,,0.0,57.6196,2.7781,54.0146,60.7749,20.0197,0.9116
1,86,2026-06-17T19:56:29.721895,"{'n_estimators': 1183, 'max_depth': 10, 'learning_rate': 0.19728277015880952, 'subsample': 0.6710408743579537, 'colsample_bytree': 0.9106286523360064, 'reg_alpha': 0.0003574034042112756, 'reg_lambda': 1.7071098124594704, 'min_child_weight': 2, 'gamma': 0.39728729056036727, 'tree_method': 'hist', 'device': 'cpu'}",0.9271,59.4122,0.8952,0.1749,,,0.0,56.6936,2.3239,53.5093,58.99,23.3891,0.9271
1,87,2026-06-17T19:56:29.728607,"{'n_estimators': 1615, 'max_depth': 4, 'learning_rate': 0.021808817013805933, 'subsample': 0.8611262841965331, 'colsample_bytree': 0.8600182682730372, 'reg_alpha': 0.16059727222314255, 'reg_lambda': 0.2949458041415269, 'min_child_weight': 6, 'gamma': 0.25179905890695276, 'tree_method': 'hist', 'device': 'cpu'}",0.8957,60.5639,0.8767,0.1715,,,0.0,58.9725,2.3466,55.8113,61.4279,24.1035,0.8957
